time_tick,mag_X_value,mag_Y_value,mag_Z_value
13.355492,-43.698563,25.600983,-14.154755
13.380694,-42.039307,27.769470,-14.389343
13.404918,-39.244995,32.633270,-14.325623
13.431023,-37.963669,34.353027,-14.107849
13.456242,-37.362030,35.325180,-13.210571
13.481152,-37.136169,36.523483,-11.633270
13.506312,-36.911697,37.047058,-10.583649
13.530010,-36.307755,38.319412,-10.135193
13.554369,-35.181168,39.364395,-9.093384
13.579957,-33.525620,41.307327,-8.203857
13.604897,-33.297028,42.206406,-8.202759
13.631304,-32.545120,42.728363,-8.133942
13.654857,-32.017395,43.401260,-8.137054
13.679966,-30.813477,44.521347,-7.920807
13.705157,-30.813477,44.521347,-7.920807
13.730213,-30.737579,44.746033,-7.920746
13.756089,-30.888550,44.971268,-7.168213
13.785576,-30.664078,45.120132,-6.720062
13.804318,-30.514633,45.494125,-5.895203
13.829675,-30.289230,45.643188,-5.822113
13.855934,-29.914536,45.941391,-5.225006
13.879979,-29.987396,46.241882,-5.597992
13.904761,-29.538040,46.314896,-5.227661
13.930715,-29.538345,46.239899,-5.227966
13.954439,-29.763962,46.315598,-4.850189
13.979937,-29.539322,46.464508,-4.477051
14.004744,-29.690842,46.314941,-4.100983
14.029644,-30.067276,45.866516,-4.248627
14.054189,-30.291489,46.017456,-4.320557
14.080087,-30.367645,45.867645,-4.095337
14.104503,-30.670120,45.343781,-3.944092
14.129450,-31.124893,44.670181,-3.116760
14.154206,-31.051285,44.744537,-2.442322
14.179510,-31.126221,45.044632,-1.990265
14.204734,-31.427551,44.520981,-2.289093
14.230221,-32.255005,43.774399,-2.507935
14.253979,-33.156189,43.103302,-3.100708
14.279139,-34.660934,41.309799,-4.066345
14.304227,-36.391403,39.067429,-5.481262
14.328945,-42.339401,30.993088,-9.198120
14.353883,-44.457870,25.152527,-11.148193
14.379767,-46.882065,17.513504,-13.702057
14.407118,-49.208160,-1.452240,-13.602356
14.428617,-48.799805,-10.529953,-11.468170
14.453717,-46.513870,-19.539703,-10.254364
14.479030,-42.195618,-28.181412,-11.386414
14.504276,-30.994522,-41.500336,-13.137909
14.529397,-24.628036,-45.274490,-15.773041
14.553483,-17.953903,-47.324722,-18.704651
14.578720,-11.567764,-47.348022,-23.200012
14.603958,0.754227,-45.594315,-29.178528
14.628410,5.408234,-44.712830,-29.376190
14.653395,9.307144,-44.728638,-28.969147
14.679633,15.153427,-44.527924,-27.157654
14.703369,16.725708,-44.609680,-26.200287
14.728194,17.623047,-44.763687,-25.385742
14.753387,17.996368,-44.765518,-24.714874
14.778716,17.918823,-45.215347,-24.415802
14.803280,17.843414,-45.365005,-24.490570
14.828947,17.465820,-45.588837,-23.812347
14.853370,17.691711,-45.364746,-23.813934
14.878254,16.262619,-46.334076,-23.727081
14.907118,15.661682,-46.331863,-23.345459
14.927306,14.457733,-47.077240,-22.960175
14.952299,12.803040,-47.820969,-22.269989
14.977670,8.067596,-49.602676,-20.950012
15.003037,5.137146,-50.341461,-19.945740
15.027793,1.604950,-51.228058,-18.485413
15.053377,-4.634552,-52.330124,-14.446167
15.077869,-8.014511,-52.092789,-12.083069
15.102694,-11.844894,-52.003616,-9.790558
15.128287,-15.072830,-51.166962,-7.276703
15.152775,-20.402039,-49.272995,-2.560516
15.177800,-22.874908,-48.063644,-1.478485
15.202675,-25.567764,-45.878189,-0.840118
15.227903,-28.932068,-43.314651,-1.017822
15.252320,-35.050476,-36.389389,-2.572876
15.278129,-37.587479,-33.304123,-2.832611
15.302389,-39.524521,-30.371124,-3.324554
15.329454,-42.124008,-24.285492,-3.796631
15.363193,-43.452667,-19.629639,-4.888367
15.380113,-44.399643,-14.149612,-7.331055
15.402542,-44.669601,-8.971680,-11.057373
15.428179,-41.094864,-0.807556,-17.889038
15.452210,-40.549210,3.241150,-19.678833
15.477049,-39.329712,7.736572,-20.274292
15.502314,-37.514572,11.104645,-20.955750
15.526998,-34.721695,14.619247,-22.472412
15.552084,-34.340363,16.342606,-22.244720
15.577979,-32.531784,18.435410,-22.331238
15.602015,-29.064148,22.172073,-23.404449
15.626995,-27.331970,23.965149,-23.416351
15.652392,-26.126480,25.610107,-22.973022
15.677056,-24.623871,26.204147,-23.062195
15.701768,-23.721069,26.950500,-22.994110
15.727159,-22.821991,26.946716,-22.629028
15.752034,-22.744919,27.321533,-22.853394
15.776773,-22.370010,27.394943,-22.707214
15.801780,-22.523041,26.870377,-22.332611
15.826633,-22.298203,27.019333,-22.034485
15.851779,-22.748672,26.946091,-21.954834
15.878412,-22.899445,26.946548,-21.653168
15.901694,-23.427917,26.123627,-21.575653
15.926341,-23.879074,25.975311,-21.346252
15.952204,-23.880432,26.199875,-20.445374
15.975789,-24.781998,26.427979,-19.459534
16.001375,-24.631622,26.802139,-19.009705
16.026613,-24.706940,27.476852,-17.806183
16.051403,-25.235199,27.927948,-15.773529
16.076394,-25.980255,29.880356,-14.632538
16.101031,-25.903809,30.854568,-13.654510
16.126320,-25.976013,32.354202,-12.372681
16.151505,-25.447311,34.076447,-11.096619
16.178228,-24.394867,36.845520,-7.647125
16.201292,-23.945389,37.742905,-5.998474
16.226283,-23.721191,39.090759,-3.520569
16.251098,-22.674576,40.959412,0.825409
16.276337,-22.000473,41.855820,2.621613
16.301109,-21.022461,43.126495,3.440887
16.329491,-19.522415,44.019775,4.852966
16.350902,-17.568771,45.811264,6.263672
16.375900,-16.670013,46.107193,7.229950
16.401406,-16.298233,46.329880,8.876770
16.426633,-16.829376,45.731247,10.380188
16.451217,-20.522919,42.145187,12.056458
16.477617,-23.460190,39.231812,12.302155
16.500061,-26.920929,36.096008,11.577667
16.525128,-35.274231,26.756241,7.957214
16.551226,-39.423889,19.573654,6.324097
16.575713,-42.529129,11.261673,5.125031
16.600651,-44.210907,3.168518,4.886139
16.627447,-43.900848,-11.234192,7.825134
16.650616,-41.686874,-19.193878,9.493927
16.675605,-38.642990,-26.781219,9.805115
16.700734,-34.691788,-33.246613,8.985779
16.725944,-26.017075,-42.878662,3.676819
16.750431,-20.623016,-46.423584,0.378326
16.774933,-15.078781,-48.994858,-1.417938
16.800611,-9.683121,-50.591034,-2.233673
16.825562,-0.391754,-52.203629,-1.367340
16.850439,4.558197,-51.923676,-0.895691
16.875387,8.609848,-51.489899,-0.863525
16.900326,16.721664,-49.196808,-1.918579
16.926857,20.023849,-48.010529,-0.900146
16.951407,22.726089,-47.046661,-0.251038
16.974996,24.829483,-45.930298,0.180298
17.000258,28.737671,-43.246429,1.198029
17.025842,31.368408,-41.307358,2.001892
17.050061,33.175125,-39.589615,2.063873
17.078078,34.526703,-38.170853,3.704681
17.099917,36.480270,-36.304443,5.265656
17.123586,37.230896,-35.632858,6.085083
17.149469,37.607178,-35.034576,6.533356
17.173422,38.811050,-32.940292,8.328461
17.199185,39.336807,-32.567535,8.624146
17.224078,38.887070,-31.891235,9.606812
17.249335,39.487747,-31.069153,10.653534
17.275566,39.636230,-30.695358,11.853363
17.299678,39.784271,-30.996094,12.150543
17.324571,39.709381,-30.546143,12.828156
17.350013,39.709015,-30.546204,12.978149
17.376302,40.087204,-30.172379,12.300507
17.399729,39.787766,-30.545776,11.477295
17.424598,39.936691,-31.146103,10.948242
17.450793,39.486740,-31.743820,9.975800
17.475777,38.287567,-34.061996,5.929749
17.499366,36.860565,-36.155014,3.387054
17.524701,33.557220,-38.990204,0.187073
17.549263,22.066879,-46.890991,-6.318146
17.574391,13.731079,-50.007309,-6.988922
17.599999,5.251907,-51.323181,-7.425903
17.624611,-3.147690,-51.214584,-7.408081
17.649225,-17.457779,-47.332474,-7.160126
17.674350,-23.220413,-44.234421,-7.159363
17.699476,-27.104767,-40.618652,-7.627167
17.724050,-29.942856,-38.131912,-8.410980
17.750143,-33.674469,-33.916672,-9.028076
17.779771,-35.392822,-31.960037,-8.551392
17.799785,-36.735214,-29.854828,-8.228149
17.823243,-38.518341,-26.322144,-9.319427
17.848515,-39.184311,-24.519119,-10.054901
17.873792,-39.705933,-23.392258,-9.594666
17.898878,-40.153992,-22.715622,-9.286987
17.924438,-40.976105,-21.138016,-7.921631
17.948669,-41.047592,-20.537506,-8.368500
17.973833,-40.968582,-19.487854,-8.290131
17.999488,-41.640457,-18.885025,-8.580353
18.023549,-41.786530,-17.759567,-8.349243
18.048935,-41.934799,-17.234039,-8.195496
18.073353,-42.383652,-16.707443,-7.813446
18.099045,-42.007706,-16.708755,-8.192596
18.122843,-42.380844,-16.332199,-8.337006
18.148490,-42.154953,-16.108093,-8.338593
18.173244,-42.232315,-16.183197,-7.513000
18.203630,-42.170212,-17.909653,-5.120605
18.222950,-41.730652,-19.262405,-3.105865
18.248314,-41.515427,-20.164505,-0.636810
18.272449,-42.041306,-19.488113,0.796661
18.298557,-42.559631,-15.887589,3.891785
18.323063,-42.784836,-14.387924,6.375244
18.349562,-42.642944,-14.539993,9.373077
18.374468,-42.281860,-15.818207,12.888977
18.399386,-39.913269,-20.705048,17.643372
18.424404,-38.647949,-23.185059,17.544556
18.448890,-37.905167,-25.887314,16.100555
18.474076,-35.066360,-33.319962,8.689606
18.499536,-31.253082,-38.583344,4.951599
18.522927,-25.863571,-43.553024,1.197479
18.549910,-18.821640,-47.929306,-2.572510
18.573020,-2.166046,-51.292130,-10.194183
18.598233,6.771500,-50.276184,-13.588440
18.622858,14.213562,-47.604675,-16.134613
18.649065,19.173935,-45.224335,-16.479675
18.672927,24.347809,-43.896317,-13.906281
18.697559,24.191040,-44.796341,-12.633148
18.722602,22.151703,-46.589615,-9.767883
18.747479,12.663452,-51.505371,-2.333160
18.772930,6.943954,-53.060150,2.973511
18.799060,0.481461,-52.811996,8.370636
18.823662,-5.676834,-51.889755,13.167023
18.848283,-13.781876,-48.635956,20.394196
18.874349,-16.780228,-46.974960,22.383820
18.898963,-20.148239,-46.285645,20.698639
18.922392,-23.360382,-46.045410,15.934937
18.949036,-25.728729,-45.804794,3.661957
18.972490,-25.266632,-45.504471,-0.691925
18.997486,-23.833359,-45.508545,-4.007721
19.022272,-20.903702,-46.568481,-7.569183
19.047136,-17.984985,-47.780441,-7.006134
19.072237,-14.317337,-48.995621,-6.001343
19.097239,-10.273422,-50.736618,-6.352783
19.122305,1.061142,-51.004822,-10.603546
19.146965,5.874893,-49.747330,-14.101471
19.172518,10.311279,-48.338928,-16.394653
19.198243,14.289688,-47.230057,-15.983948
19.222876,17.722443,-48.146500,-10.550385
19.246981,14.482178,-50.159973,-7.672791
19.271365,9.066086,-52.089996,-4.320923
19.297325,1.328476,-53.410507,-1.391083
19.325626,-13.609177,-51.779587,6.279755
19.346630,-16.018250,-51.172256,10.883667
19.371709,-15.425354,-51.026154,13.952728
19.397567,-11.892334,-52.237717,8.809021
19.421351,-8.052673,-53.149414,1.488129
19.447260,-1.437271,-53.097839,-4.584412
19.471023,7.429688,-51.631088,-9.026123
19.498208,21.109253,-46.434052,-12.530762
19.522182,19.450272,-47.778137,-11.092926
19.547290,13.502548,-50.981323,-7.140289
19.571723,3.658035,-53.269028,-2.991180
19.597871,-14.732864,-52.524231,4.564148
19.621991,-16.919769,-51.918350,10.290588
19.647229,-16.175903,-51.772675,12.983002
19.672380,-9.265656,-53.671753,5.849396
19.697354,-3.625732,-53.916122,-0.513641
19.721940,4.795105,-52.746582,-6.976593
19.747041,14.871948,-48.809662,-11.421692
19.771247,24.875839,-43.523132,-14.510590
19.797619,22.458725,-46.289673,-12.095032
19.820897,14.626404,-51.135925,-6.928314
19.845701,3.728928,-54.019531,-2.544922
19.872112,-11.074463,-53.891098,9.018402
19.897190,-11.457291,-53.591370,12.623810
19.920671,-10.179871,-53.745865,11.409149
19.945678,-3.615677,-53.464523,-3.811920
19.971679,4.350449,-52.294098,-8.394867
19.996630,15.318344,-49.486633,-11.054291
20.021356,20.956879,-46.883560,-12.305878
20.046342,14.331070,-50.908997,-8.424133
20.070230,5.159714,-53.424576,-3.908295
20.096061,-4.753601,-54.062073,0.398163
20.121397,-11.067322,-54.264404,5.566803
20.146391,-9.207138,-53.900101,12.072815
20.170238,-7.096146,-54.355972,6.947815
20.196702,-3.775970,-54.065445,-0.662567
20.220394,3.145966,-52.889694,-7.559021
20.245183,22.236206,-46.138412,-12.842010
20.271537,23.510040,-45.918915,-12.030151
20.295829,19.138535,-48.978287,-8.319275
20.320239,1.907959,-55.365372,3.694702
20.345850,-3.433777,-55.572174,10.052643
20.371561,-6.740814,-54.586151,14.442963
20.396350,-9.211777,-54.875229,12.368988
20.420262,-11.500595,-54.109451,-0.877777
20.449861,-11.779190,-52.455368,-6.793091
20.476029,-12.886185,-50.798660,-11.349274
20.494330,-13.473709,-49.220078,-13.811523
20.520176,-14.667389,-47.865128,-14.167969
20.544853,-15.640152,-47.860794,-15.057251
20.569680,-16.759766,-46.881027,-15.640991
20.595140,-18.098526,-45.224747,-17.494659
20.619844,-18.622314,-45.297348,-18.089172
20.644803,-19.071014,-44.920593,-18.007721
20.669860,-18.922653,-45.146347,-17.710266
20.696201,-19.071808,-45.070633,-17.933350
20.719559,-19.369827,-44.619400,-18.003235
20.745745,-19.961319,-43.566177,-19.717529
20.769960,-20.478409,-42.138672,-20.606140
20.794493,-22.412399,-39.429901,-22.674011
20.819688,-22.407761,-38.829468,-23.571655
20.844717,-22.032761,-38.830963,-23.575806
20.870489,-20.626953,-41.912964,-20.828613
20.895125,-18.017761,-44.249695,-18.241669
20.918673,-14.138046,-47.341797,-15.071686
20.943334,-9.282883,-50.137955,-11.611267
20.968220,4.242813,-53.049591,3.453308
20.993222,10.911911,-52.178131,7.208405
21.018137,12.333557,-51.285202,9.971313
21.044609,7.899124,-52.168655,12.341583
21.068513,-10.180206,-51.572678,15.017853
21.094208,-16.708572,-48.849411,20.725555
21.118606,-20.004349,-45.088394,25.051849
21.143580,-17.609863,-44.424606,28.328125
21.168567,0.006897,-50.416931,22.035400
21.194037,10.299667,-51.203918,13.669037
21.224755,23.977875,-47.655823,8.057770
21.243341,28.946884,-44.149704,6.067108
21.267599,19.834869,-49.366486,12.521484
21.292888,8.258072,-50.974258,20.667419
21.317530,-0.602219,-48.467880,28.799927
21.344430,-9.446442,-43.335449,34.692719
21.367562,-2.024689,-45.613968,32.351959
21.394410,8.255234,-47.977203,26.604431
21.417965,20.129318,-46.670929,19.054047
21.444367,34.585480,-39.748062,7.672760
21.469307,30.663406,-43.184036,11.002106
21.492782,20.649567,-46.973724,20.472107
21.519234,-1.123993,-43.519104,35.425446
21.547360,-9.968079,-41.084488,36.957458
21.567797,-7.419479,-41.919296,36.176086
21.593944,1.577133,-45.178345,32.314087
21.618427,24.635193,-43.914978,21.115509
21.645210,32.163406,-40.417252,15.421661
21.668044,30.432907,-42.584702,14.157043
21.694336,20.650833,-48.022629,18.292908
21.718061,-4.726990,-47.252304,30.650116
21.743703,-15.368698,-44.585205,31.602875
21.768921,-16.566147,-45.629074,28.911865
21.793404,2.850388,-48.631027,27.486298
21.818271,15.617340,-47.479630,22.550446
21.844354,25.240326,-44.890594,17.504974
21.868048,27.497665,-44.523453,15.156586
21.894263,8.705139,-49.552765,24.118164
21.918795,-2.099808,-47.337311,29.645905
21.944760,-12.369324,-45.046967,31.118042
21.968735,-15.440079,-46.307816,27.396759
21.993990,1.880569,-50.199860,22.915680
22.019137,14.644012,-48.374695,20.457550
22.043076,24.641922,-44.812943,16.986816
22.068644,28.102890,-43.026031,15.455902
22.093201,9.233139,-49.179581,23.513855
22.117609,-4.271469,-50.100739,23.883728
22.143839,-15.508026,-50.128082,18.457245
22.167738,-22.740784,-50.540375,0.910126
22.193679,-21.297791,-49.943039,-5.328339
22.217372,-19.938339,-50.021515,-9.243591
22.244853,-18.582047,-49.725922,-11.282349
22.267730,-19.539383,-47.545288,-14.863098
22.292650,-20.954102,-46.038788,-16.566498
22.317737,-22.141373,-44.158005,-18.645935
22.343021,-23.253311,-42.427322,-21.101776
22.367171,-24.120010,-38.070679,-27.449799
22.392701,-23.575455,-35.520981,-31.195587
22.416751,-22.509033,-33.198822,-34.048035
22.442744,-21.670151,-31.700607,-37.201294
22.467248,-21.516327,-31.025986,-37.650269
22.492660,-21.888870,-30.499435,-37.794067
22.517049,-22.111252,-30.123322,-38.240112
22.543775,-24.138153,-30.490295,-38.069275
22.567004,-24.442490,-31.014526,-37.168060
22.591961,-24.596848,-31.539368,-36.268433
22.624267,-24.822296,-31.463608,-35.965668
22.641200,-24.675720,-31.614761,-34.842896
22.666841,-25.053482,-32.213333,-34.691101
22.692843,-24.833038,-32.889572,-33.946259
22.716942,-24.839233,-34.014893,-33.275665
22.741918,-24.617294,-34.690857,-33.130798
22.766779,-24.092834,-34.693054,-32.911591
22.793026,-23.417816,-34.920563,-33.294922
22.816647,-21.548218,-36.577805,-33.772125
22.840920,-20.804108,-37.256409,-32.508057
22.865865,-21.855804,-37.627258,-32.422913
22.892709,-21.484009,-38.153961,-31.979156
22.915681,-20.812500,-38.606979,-31.313354
22.942070,-20.216766,-38.835037,-29.970764
22.966214,-20.371582,-40.184296,-30.199493
22.993337,-20.377213,-40.934799,-29.152435
23.016441,-20.454468,-41.309647,-28.853058
23.041514,-20.457535,-41.235306,-27.502747
23.065607,-20.834000,-41.833618,-27.876038
23.092989,-20.762421,-42.359161,-27.353882
23.116044,-20.687927,-42.584381,-27.505615
23.141523,-20.763199,-42.509201,-27.279480
23.166196,-20.836349,-42.283707,-27.652771
23.191513,-20.606186,-41.833954,-29.003540
23.217028,-20.302841,-41.234985,-29.379456
23.241251,-20.524521,-41.008606,-30.351105
23.266179,-20.145248,-40.409744,-31.102875
23.291072,-18.704895,-38.688828,-34.486816
23.315934,-16.744202,-37.570419,-36.978912
23.342662,-14.180573,-36.004196,-39.925903
23.365766,-7.693329,-30.851822,-46.576660
23.391740,-4.749832,-27.787354,-49.071777
23.415813,-2.397552,-23.219955,-52.679382
23.441003,-0.571884,-18.351013,-55.154968
23.465916,-3.157990,-10.089508,-57.493469
23.490973,-6.289124,-5.576813,-57.815979
23.524247,-8.373444,-1.068954,-56.875000
23.540330,-9.253448,4.184357,-56.469360
23.566072,-9.506287,17.833893,-53.487000
23.590656,-8.294830,21.878098,-51.609131
23.615512,-6.490540,23.220673,-51.173584
23.640620,-4.914032,23.589371,-51.189453
23.664946,-3.708191,25.234406,-50.896118
23.690766,-1.453369,26.800095,-50.314636
23.715242,-1.828613,27.026367,-49.859680
23.742539,-1.376266,28.448883,-48.508850
23.765151,-0.097092,30.243164,-47.315796
23.790372,1.403671,31.361420,-45.827820
23.815082,2.083527,32.858475,-45.379333
23.840091,4.412460,35.098160,-43.370972
23.865303,4.938950,35.845749,-42.773804
23.890408,5.615036,36.817490,-41.652344
23.915139,6.141006,37.340164,-41.206024
23.940483,7.868332,39.506989,-38.666382
23.964773,9.294922,40.550751,-37.627899
23.990066,10.044769,41.072311,-36.734039
24.014749,11.096252,42.567200,-34.939636
24.040108,11.846725,43.238754,-34.045227
24.064875,12.596817,43.685425,-33.376648
24.089953,12.148056,44.137100,-33.144928
24.114570,11.773392,44.738190,-32.313385
24.139876,11.098816,44.666031,-32.606262
24.164625,10.800323,45.416916,-32.000000
24.190086,9.975967,46.244690,-30.937592
24.214485,8.628326,47.599472,-29.717377
24.239886,8.328842,48.200287,-28.961700
24.264992,7.728394,49.026932,-27.451752
24.289093,5.630325,50.609451,-25.697357
24.314315,4.730560,51.287567,-24.709717
24.338910,4.054611,51.664764,-23.725769
24.365008,2.780243,51.969742,-23.485535
24.389558,0.529129,52.128403,-22.785156
24.414285,-0.296051,52.281540,-22.475464
24.438663,-1.646515,52.361786,-22.160278
24.464561,-3.072235,52.142532,-22.220490
24.493252,-4.647095,51.998962,-22.503723
24.513826,-5.697479,51.628387,-22.943665
24.538618,-6.522812,51.032089,-23.761932
24.564119,-7.124176,50.509644,-24.057465
24.588305,-8.024277,50.063583,-24.724304
24.613809,-8.625824,49.541092,-24.944794
24.638276,-9.077103,48.943130,-25.392242
24.663386,-11.328934,46.478745,-28.602295
24.689275,-14.859390,44.243561,-29.997437
24.713868,-19.520020,41.187515,-30.633362
24.739621,-25.462036,36.636536,-31.111206
24.764196,-35.716568,23.177399,-30.827240
24.793942,-39.801239,15.318100,-29.538727
24.813394,-42.314774,7.226913,-27.068481
24.839207,-43.746017,-8.895721,-20.367249
24.864192,-42.805984,-15.501190,-16.953979
24.889107,-41.482086,-20.083038,-13.836884
24.913540,-39.856476,-24.890564,-11.773987
24.939930,-36.289993,-31.431305,-8.839386
24.964448,-34.806274,-34.587982,-7.368347
24.988629,-32.571289,-37.372681,-5.829041
25.014071,-30.410187,-39.932068,-4.363037
25.039190,-26.382324,-44.149231,-2.249237
25.063668,-24.669174,-45.807129,-0.174713
25.088526,-22.654953,-47.166245,1.972687
25.113652,-21.013855,-47.998932,4.201294
25.138537,-18.630356,-49.660431,8.143433
25.164875,-17.660828,-49.815277,10.082184
25.188275,-16.840088,-50.044235,11.422211
25.213638,-14.897629,-50.353271,13.949615
25.238620,-14.373169,-49.830887,14.995911
25.263582,-13.552414,-49.909958,16.561615
25.289184,-14.151062,-50.132111,15.667297
25.314733,-14.225388,-49.682037,16.119904
25.338215,-14.152420,-49.907562,16.568207
25.363542,-14.377365,-49.756775,16.796295
25.387364,-14.827423,-49.530167,17.177155
25.413183,-14.825958,-49.679764,16.351501
25.438116,-15.199982,-49.528183,16.206238
25.462843,-15.274612,-49.527817,16.057068
25.487667,-15.723557,-49.450867,15.762299
25.512670,-15.798172,-49.300613,15.838745
25.538743,-16.022446,-49.074753,15.917084
25.562275,-16.321732,-49.223297,15.394806
25.588169,-16.544632,-49.446808,14.196381
25.613642,-16.242905,-49.672485,13.142151
25.636923,-16.240860,-50.571365,10.888519
25.662966,-15.931686,-50.720657,6.984528
25.686888,-17.923904,-49.207336,-3.712494
25.712556,-19.774963,-46.722137,-9.307220
25.737808,-20.873825,-43.639969,-14.832794
25.764392,-20.391144,-39.963303,-22.023407
25.787556,-19.129974,-30.888367,-31.975983
25.812351,-17.689514,-28.343079,-34.081635
25.838129,-16.634979,-27.447113,-34.464630
25.862752,-16.799622,-29.847458,-32.447418
25.887102,-16.579865,-30.598785,-31.552856
25.917315,-16.431854,-30.674713,-30.879791
25.936121,-16.129898,-30.375778,-31.181915
25.961324,-16.054749,-30.525925,-31.483337
25.986581,-16.356918,-30.600082,-30.730316
26.011836,-16.514496,-32.024841,-29.984253
26.037047,-16.899017,-33.374115,-28.335449
26.061314,-18.192947,-36.370331,-25.558228
26.086292,-18.651413,-37.644180,-24.208252
26.111699,-18.882401,-38.393860,-23.008728
26.136804,-18.368912,-39.822067,-20.695099
26.162021,-18.824600,-40.870544,-20.094238
26.186849,-17.629456,-41.250992,-18.758911
26.213889,-17.404968,-41.476807,-18.912292
26.236818,-18.686005,-41.847595,-17.099701
26.261847,-19.435867,-41.619751,-16.790527
26.286693,-19.284546,-41.245392,-16.715668
26.311913,-19.661041,-41.618881,-16.713043
26.336521,-19.963913,-41.768127,-15.810333
26.361681,-19.889389,-41.843460,-15.736450
26.386630,-19.812408,-41.768433,-16.411987
26.411496,-20.261581,-41.466705,-16.255859
26.436649,-20.037094,-41.692535,-16.409210
26.461577,-19.740067,-41.544434,-14.986877
26.486473,-20.265350,-41.992035,-15.582886
26.512604,-21.238861,-41.987839,-16.172180
26.540217,-20.415405,-42.141327,-15.806854
26.562791,-20.188354,-41.767120,-16.032867
